t,y
216,-8.565808301295375
217,-8.6776613427246847
218,-9.7129880552482319
219,-11.30912249912207
220,-10.986241846457428
221,-11.621632439790067
222,-11.84240663219879
223,-10.784467545037295
224,-12.03703378280337
225,-12.078830405087773
226,-10.153766594579569
227,-11.168987800815344
228,-9.2848969274320581
229,-9.3143674035766288
230,-9.7634173005757816
231,-7.7095465623283648
232,-6.8719985450629206
233,-9.6164402607518316
234,-8.1655374259004887
235,-8.1471081296359174
236,-8.0653690580863735
237,-8.5481611113649176
238,-9.0516920007638788
239,-8.9800721736761435
240,-9.3413771340397087
241,-8.7842628880906375
242,-10.164860428552872
243,-11.098421993042383
244,-11.26780858025384
245,-10.79307703743099
246,-10.430406544189944
247,-10.961559252240246
248,-10.576014366684429
249,-9.7249901503080327
250,-11.2668030998368
251,-10.802225318775523
252,-10.036856522552888
253,-9.3119984461802705
254,-9.0885731085066617
255,-7.0284620734131895
256,-6.1456993450625088
257,-6.6760232227991665
258,-8.3576269678390158
259,-10.284475317793232
260,-9.7653763391285029
261,-7.7583015811190155
262,-8.0876486233411793
263,-8.3430015572823368
264,-8.5266371355263644
265,-9.9899104594942489
266,-11.698732999938541
267,-10.366613038503781
268,-9.9061732712013377
269,-9.4841141641996902
270,-9.9045194577444136
271,-9.2129510789652969
272,-8.5435817710208521
273,-10.724532458972822
274,-9.7007701471081305
275,-10.679304227578646
276,-10.367257771313284
277,-9.2850749729231641
278,-9.9538970046365307
279,-11.569629344308517
280,-12.393030802526726
281,-12.958234228708948
282,-12.517306030108211
283,-12.951204431363424
284,-13.482903046618885
285,-13.928511891878792
286,-12.509153899322587
287,-13.009044854583482
288,-14.715169344819929
289,-14.305346935555747
290,-13.294319560289546
291,-14.169089246254
292,-14.304379600921951
293,-14.251235567014721
294,-13.160348939045086
295,-13.727305297901559
296,-13.053521738595824
297,-12.062150401760766
298,-12.10290355101848
299,-11.356825505026517
300,-11.187925728251633
