t,y
149,7.7368436465865402
150,9.7264430611014951
151,10.592424968890091
152,8.7093811857930277
153,8.1503279019169561
154,9.8870145653021542
155,9.9990331228900153
156,10.137032954203825
157,10.695220905943781
158,11.765192671657784
159,11.435386434834692
160,10.977145342396804
161,12.013815431504577
162,10.591927939113956
163,10.111347789821124
164,9.3542769895838251
165,9.8849899540316013
166,9.6691898559668488
167,9.9783805273454131
168,12.501154950103436
169,13.243306351768847
170,11.23656088116941
171,11.404359885046615
172,11.006231749541477
173,11.301097009916493
174,11.694279676619585
175,11.803624765420338
176,10.837650437700887
177,12.875386145170191
178,9.7995836128608502
179,10.399651472083907
180,11.56791383093749
181,13.050889921563623
182,10.540923845806937
183,10.178558748978945
184,11.540319845932899
185,11.134021778811039
186,11.33890573509443
187,11.872101341582519
188,11.571651915517222
189,13.259020719031268
190,11.608710228350519
191,12.363933209047902
192,12.573063069364546
193,12.426324919113631
194,11.434532531131024
195,11.346978376052302
196,13.455355631840076
197,13.359685783929212
198,13.733224533304371
199,11.578687335948654
200,11.70128868356173
201,12.488113570409292
202,12.022514563597497
203,12.798468848636364
204,11.628917400053092
205,12.533703079008532
206,12.656626004745888
207,14.138309877045312
208,14.195503931409473
209,13.945954377673583
210,14.158893326206602
211,14.698505335156145
212,13.029135784484748
213,14.075936067030355
214,13.008963220374804
215,12.413525807443664
216,12.324535951357351
217,12.70300053048623
218,12.970402997552799
219,13.309995407609003
220,12.007355764379852
221,11.233112725459126
222,11.450180129066027
223,12.803452121519781
224,13.070857000398465
225,13.666308906573162
226,12.231898122831996
227,12.924044930198177
228,12.794866153063914
229,12.661025991619102
230,14.079826486403308
231,13.463561798523617
232,15.320305534234166
233,14.243250097406685
234,14.780018294195308
235,14.882378128440797
236,14.257521454367097
237,14.977019158406589
238,14.104772509302405
239,16.442526970578033
240,16.220778937313121
241,12.708803447629627
242,13.342222823126692
243,13.903045373366664
244,13.652701580196755
245,12.511196695772131
246,13.226495825807913
247,17.160507093445879
248,16.066029880564212
249,13.269770487072869
250,14.964010905802368
251,13.698827821757709
252,14.799515817555807
253,14.152968857909876
254,15.421820646974856
255,14.573927136692365
256,14.267615161088836
257,12.828708899996361
258,16.095222800442837
259,14.195947281623813
260,15.12980856665161
261,14.24879827861395
262,14.667533987982775
263,15.137377502611141
264,14.312050696023535
265,14.188866711472226
266,15.080265771772419
267,15.262055992777119
268,15.894526288943098
269,16.386105342784763
270,15.789622255085122
271,15.962292226528051
272,14.756906388866449
273,14.241779989166677
274,16.052966032561731
275,15.82035935483883
276,15.196039327917513
277,15.176095366031753
278,15.098568574929834
279,15.59037493214376
280,15.208628104498109
281,16.938642220903617
282,16.521454444253067
283,16.028304152385633
284,15.407498758272535
285,15.910531544532139
286,17.708091218454193
287,16.288740933872994
288,17.65122263969759
289,17.291621369348086
290,18.789562845115071
291,15.676746633047806
292,15.839405397806946
293,14.088986982566263
294,15.986365430790224
295,17.68425000178339
296,16.676503104721476
297,17.587103028502163
298,17.374480109544916
299,17.410185122235639
300,16.199124646351741
301,17.101549229039094
302,16.651004984582617
303,17.000057549160978
304,16.988589360377794
305,16.734122973695715
306,17.439718278759091
307,17.488775917057623
308,17.628450015226878
309,18.433819284279974
310,16.268053213231418
311,15.882875194270515
312,16.954338592907188
313,16.660949263899091
314,18.245567427530077
315,16.705564888622451
316,17.043948326215364
317,18.638025075771097
318,19.889016730149745
319,18.413407652384954
320,19.343024320284449
